K,T,call_price_mc,put_price_mc,call_iv,put_iv
610.0800170898438,0.1,92.62114303898953,40.883951241673486,0.7991987157354916,0.7923219760098108
615.0800170898438,0.1,89.76297767978538,43.01579587580598,0.7990348193970596,0.792253389110613
620.0800170898438,0.1,86.96882526736245,45.21165345671971,0.798885531277676,0.7921904163226905
625.0800170898438,0.1,84.24096994596206,47.47380812865599,0.7987818261394218,0.7921645203700823
630.0800170898438,0.1,81.5733725276084,49.79622070363901,0.7986490692798238,0.792101477190171
635.0800170898438,0.1,78.9697191789015,52.18257734826876,0.7985381358933676,0.7920525739496251
640.0800170898438,0.1,76.43330021815146,54.63616838085539,0.7984938053707864,0.7920629535259429
645.0800170898438,0.1,73.96136761855976,57.15424577460036,0.798485981128767,0.7921028097681593
650.0800170898438,0.1,71.54985993791016,59.732748087287426,0.7984702205393089,0.7921280213901549
655.0800170898438,0.1,69.19568815357421,62.36858629628815,0.7984157162792243,0.7921080454536741
660.0800170898438,0.1,66.89812750367905,65.06103563972965,0.7983213723550284,0.7920420284430675
665.0800170898438,0.1,64.66108615103967,67.81400428042693,0.7982423537472307,0.7919853429449114
670.0800170898438,0.1,62.48406808803621,70.62699621076014,0.7981805200006714,0.7919400366312069
675.0800170898438,0.1,60.363079918677975,73.49601803473857,0.7980961750724707,0.79186658846557
680.0800170898438,0.1,58.30013658224537,76.42308469164261,0.7980224807410622,0.7917983051161855
685.0800170898438,0.1,56.29204129976486,79.40499940249879,0.7979302812062767,0.7917061617651916
690.0800170898438,0.1,54.33851407697444,82.44148217304502,0.7978258113630388,0.7915965031517463
695.0800170898438,0.1,52.4350973786686,85.52807546807585,0.7976653055400229,0.7914256487069211
700.0800170898438,0.1,50.583777824459254,88.66676590720316,0.7974825969316506,0.7912275053402028
705.0800170898438,0.1,48.79001699938384,91.8630150754644,0.7973540489035401,0.7910785225709148
710.0800170898438,0.1,47.0470048797658,95.11001294918307,0.7972082458685184,0.7909073174446956
610.0800170898438,0.3111111111111111,141.08123675839803,84.7034156155105,0.8030636265696729,0.7838313766672732
615.0800170898438,0.3111111111111111,138.64309613881173,87.23426047449851,0.8027725778604539,0.7836832427766861
620.0800170898438,0.3111111111111111,136.23807095997026,89.79822077423142,0.8024650394731686,0.7835101195075421
625.0800170898438,0.3111111111111111,133.8680776230266,92.39721291586211,0.8021573596782237,0.7833286757002627
630.0800170898438,0.3111111111111111,131.5344366599645,95.03255743137436,0.8018611893501302,0.7831508581259934
635.0800170898438,0.3111111111111111,129.23922835779672,97.70633460778095,0.8015933961323182,0.7829938029347299
640.0800170898438,0.3111111111111111,126.9806565090924,100.4167482376509,0.8013428746859075,0.7828466795060645
645.0800170898438,0.3111111111111111,124.75882241853813,103.16389962567102,0.8011123050873316,0.7827124149882865
650.0800170898438,0.3111111111111111,122.57101882359005,105.9450815092973,0.8008845453606964,0.7825741305520532
655.0800170898438,0.3111111111111111,120.41659025686191,108.7596384211435,0.8006572482989696,0.7824297015133611
660.0800170898438,0.3111111111111111,118.29552395225089,111.60755759510684,0.8004326427443137,0.7822815700248493
665.0800170898438,0.3111111111111111,116.20940786254398,114.49042698397429,0.8002241113632891,0.7821433047715305
670.0800170898438,0.3111111111111111,114.15725170114904,117.40725630115368,0.8000269519093258,0.7820103984043102
675.0800170898438,0.3111111111111111,112.1390787354913,120.3580688140703,0.7998435920876339,0.7818854554108131
680.0800170898438,0.3111111111111111,110.15289398081032,123.34086953796364,0.7996625260555558,0.7817571518106968
685.0800170898438,0.3111111111111111,108.19983715134863,126.35679818707631,0.799494003157016,0.7816358861210584
690.0800170898438,0.3111111111111111,106.27874871219731,129.40469522649934,0.7993323891629268,0.7815161812636486
695.0800170898438,0.3111111111111111,104.38820335739764,132.48313535027404,0.7991703050736982,0.7813908072597489
700.0800170898438,0.3111111111111111,102.52615081830031,135.59006828975103,0.798996166464596,0.7812483215972597
705.0800170898438,0.3111111111111111,100.6950164640447,138.7279194140698,0.7988290575177976,0.781107917358955
710.0800170898438,0.3111111111111111,98.89512095277618,141.89700938137563,0.7986735821210067,0.7809743153681153
