S0,K,T,P_mkt,iv_market
660.0800170898438,570.0,0.0013866763222031965,0.04,0.500005
660.0800170898438,575.0,0.0013866763222031965,0.04,0.500005
660.0800170898438,580.0,0.0013866763222031965,0.05,0.2500075
660.0800170898438,585.0,0.0013866763222031965,0.05,0.2500075
660.0800170898438,590.0,0.0013866763222031965,0.07,0.2500075
660.0800170898438,595.0,0.0013866763222031965,0.08,0.2500075
660.0800170898438,600.0,0.0013866763222031965,0.09,0.2500075
660.0800170898438,605.0,0.0013866763222031965,0.1,0.2500075
660.0800170898438,610.0,0.0013866763222031965,0.14,0.2500075
660.0800170898438,615.0,0.0013866763222031965,0.17,0.2500075
660.0800170898438,620.0,0.0013866763222031965,0.22,0.12500875
660.0800170898438,625.0,0.0013866763222031965,0.28,0.12500875
660.0800170898438,630.0,0.0013866763222031965,0.41,0.12500875
660.0800170898438,631.0,0.0013866763222031965,0.43,0.12500875
660.0800170898438,632.0,0.0013866763222031965,0.48,0.12500875
660.0800170898438,633.0,0.0013866763222031965,0.51,0.12500875
660.0800170898438,634.0,0.0013866763222031965,0.56,0.12500875
660.0800170898438,635.0,0.0013866763222031965,0.62,0.12500875
660.0800170898438,636.0,0.0013866763222031965,0.67,0.12500875
660.0800170898438,637.0,0.0013866763222031965,0.71,0.12500875
660.0800170898438,638.0,0.0013866763222031965,0.81,0.12500875
660.0800170898438,639.0,0.0013866763222031965,0.85,0.12500875
660.0800170898438,640.0,0.0013866763222031965,0.95,0.12500875
660.0800170898438,641.0,0.0013866763222031965,1.06,0.062509375
660.0800170898438,642.0,0.0013866763222031965,1.14,0.062509375
660.0800170898438,643.0,0.0013866763222031965,1.27,0.062509375
660.0800170898438,644.0,0.0013866763222031965,1.37,0.062509375
660.0800170898438,645.0,0.0013866763222031965,1.52,0.062509375
660.0800170898438,646.0,0.0013866763222031965,1.64,0.062509375
660.0800170898438,647.0,0.0013866763222031965,1.82,0.062509375
660.0800170898438,648.0,0.0013866763222031965,1.98,0.062509375
660.0800170898438,649.0,0.0013866763222031965,2.19,0.062509375
660.0800170898438,650.0,0.0013866763222031965,2.42,0.062509375
660.0800170898438,651.0,0.0013866763222031965,2.62,0.0312596875
660.0800170898438,652.0,0.0013866763222031965,2.9,0.0312596875
660.0800170898438,653.0,0.0013866763222031965,3.15,0.0312596875
660.0800170898438,654.0,0.0013866763222031965,3.41,0.0312596875
660.0800170898438,655.0,0.0013866763222031965,3.72,0.0312596875
660.0800170898438,656.0,0.0013866763222031965,4.13,0.015634843750000002
660.0800170898438,657.0,0.0013866763222031965,4.48,0.015634843750000002
660.0800170898438,658.0,0.0013866763222031965,4.8,0.015634843750000002
660.0800170898438,659.0,0.0013866763222031965,5.22,0.007822421875
660.0800170898438,660.0,0.0013866763222031965,5.64,0.000986552734375
660.0800170898438,661.0,0.0013866763222031965,6.17,1.0000000000000003e-05
660.0800170898438,662.0,0.0013866763222031965,6.6,1.0000000000000003e-05
660.0800170898438,663.0,0.0013866763222031965,7.16,1.0000000000000003e-05
660.0800170898438,664.0,0.0013866763222031965,8.06,1.0000000000000003e-05
660.0800170898438,665.0,0.0013866763222031965,8.09,1.0000000000000003e-05
660.0800170898438,666.0,0.0013866763222031965,9.07,1.0000000000000003e-05
660.0800170898438,667.0,0.0013866763222031965,9.31,1.0000000000000003e-05
660.0800170898438,668.0,0.0013866763222031965,10.22,1.0000000000000003e-05
660.0800170898438,669.0,0.0013866763222031965,10.71,1.0000000000000003e-05
660.0800170898438,670.0,0.0013866763222031965,11.49,1.0000000000000003e-05
660.0800170898438,671.0,0.0013866763222031965,12.0,1.0000000000000003e-05
660.0800170898438,672.0,0.0013866763222031965,11.59,1.0000000000000003e-05
660.0800170898438,673.0,0.0013866763222031965,13.98,1.0000000000000003e-05
660.0800170898438,674.0,0.0013866763222031965,14.79,1.0000000000000003e-05
660.0800170898438,675.0,0.0013866763222031965,15.55,1.0000000000000003e-05
660.0800170898438,676.0,0.0013866763222031965,16.4,1.0000000000000003e-05
660.0800170898438,677.0,0.0013866763222031965,16.22,1.0000000000000003e-05
660.0800170898438,678.0,0.0013866763222031965,16.29,1.0000000000000003e-05
660.0800170898438,679.0,0.0013866763222031965,19.35,1.0000000000000003e-05
660.0800170898438,680.0,0.0013866763222031965,16.8,1.0000000000000003e-05
660.0800170898438,681.0,0.0013866763222031965,18.93,1.0000000000000003e-05
660.0800170898438,682.0,0.0013866763222031965,22.26,1.0000000000000003e-05
